datetime,delay,distance,origin,destination
10311123,1056.29,430.298,N2,-N/A-
10311123,921.744,36.5238,QL22,tm3498
10311124,1031.76,903.611,QL20,tm2632
10311135,991.279,309.075,N2,-N/A-
10311138,1045.99,1440.51,QL28,tm3608
10311138,1059.5,1405.15,QL50,tm2988
10311139,1061.66,1442.97,QL22,tm3498
10311142,1033.55,483.621,QL18,tm1947
10311142,967.119,2896.0,QL20,tm2632
10311143,1048.9,1266.69,QL19,tm2918
10311155,1100.12,1055.27,QL20,tm2632
10311158,990.913,1376.15,QL17,ok2343
10311158,1108.12,897.951,QL28,tm3608
10311159,1048.37,1844.77,QL18,tm1947
10311202,1019.14,2646.9,QL19,tm2918
10311202,1072.77,1008.5,QL50,tm2988
10311203,1100.23,2343.17,QL22,tm3498
10311215,1097.54,1258.94,QL19,tm2918
10311218,994.91,220.716,QL17,ok2343
10311219,1002.82,2640.0,QL50,tm2988
10311223,1043.31,660.896,QL22,tm3498
10311223,1080.2,1981.42,QL28,tm3608
10311223,1094.44,1532.64,QL18,tm1947
10311235,1008.42,1651.78,QL22,tm3498
10311238,951.829,268.443,N2,-N/A-
10311239,1095.59,1500.3,QL28,tm3608
10311242,1061.64,722.504,QL17,ok2343
10311242,1084.25,2999.58,QL18,tm1947
10311243,1094.58,2758.4,QL50,tm2988
10311255,936.694,1490.5,QL27,tm3620
10311258,1064.16,2953.76,QL24,tm2560
10311259,1085.25,1053.71,QL51,ok3297
10311302,1030.58,386.307,QL14,tm1875
10311302,995.1,2335.98,QZ126,tm2001
10311303,1120.99,1920.59,QL26,tm3618
10311315,1044.43,2657.72,QZ126,tm2001
10311318,1078.87,3005.11,QL27,tm3620
10311319,1009.72,2304.86,QL14,tm1875
10311323,1050.14,518.5,QL51,ok3297
10311323,1052.05,2682.64,QL26,tm3618
10311323,1039.79,1997.98,QL24,tm2560
10311513,1060.72,712.938,QL51,ok3297
10311516,1069.49,446.223,QL26,tm3618
10311516,1048.09,260.671,QL51,ok3297
10311517,1043.4,1879.77,QL27,tm3620
10311520,1050.23,1100.51,QL14,tm1875
10311520,1075.1,1321.87,QZ126,tm2001
10311521,1129.06,2797.25,QL24,tm2560
10311533,1007.3,2937.33,QL14,tm1875
10311536,1074.63,1231.67,QL14,tm1875
10311536,1103.84,567.459,QL51,ok3297
10311537,1071.82,1581.96,QZ126,tm2001
10311540,1098.45,528.638,QL26,tm3618
10311540,1095.07,1955.96,QL24,tm2560
10311541,1128.52,1107.47,QL27,tm3620
11011529,1052.09,1726.24,RB1052,ok999
11011552,911.926,476.276,RB1052,ok999
11040943,1009.16,438.249,N2,-N/A-
11040944,889.425,423.661,AQ2933,nzIs29;gk9
11040945,924.776,416.285,CB402,e402
11040945,869.436,174.399,CB151,e151
11040945,955.919,567.325,CB845,e191
11040948,921.666,211.068,CB120,e120
11040948,865.556,2061.19,CB151,e151
11040949,1001.91,588.788,CB120,e120
11041004,891.3,175.459,CB151,e151
11041006,846.717,422.36,CB845,e191
11041006,983.202,2029.99,N2,-N/A-
11041006,916.99,365.365,AQ2933,nzIs29;gk9
11041010,951.964,221.077,CB120,e120
11041010,950.83,498.242,CB402,e402
11041010,970.735,810.929,CB402,e402
11041023,951.77,1815.62,CB120,e120
11041025,1054.73,793.692,N2,-N/A-
11041025,1000.71,2379.93,AQ2933,nzIs29;gk9
11041025,935.796,138.361,CB151,e151
11041025,848.335,217.356,CB402,e402
11041028,981.216,288.132,CB402,e402
11041028,821.494,180.796,CB845,e191
11041029,876.515,549.737,CB845,e191
11041034,1137.12,2058.96,N2,-N/A-
11041035,1120.32,2725.93,AQ2649,u228
11041036,1174.23,2143.4,AQ908,u253
11041036,1038.97,2126.0,AQ1033,u448
11041038,1046.95,1134.62,AQ1031,e1605
11041038,1094.27,546.339,AQ1037,u76
11041038,1089.51,1519.47,AQ1038,u55
11041043,1006.95,489.796,CB402,e402
11041045,1007.54,871.297,CB120,e120
11041045,977.787,2963.14,N2,-N/A-
11041045,956.853,609.871,CB151,e151
11041046,902.807,594.431,CB845,e191
11041049,940.42,544.816,AQ2933,nzIs29;gk9
11041049,766.818,954.234,CB845,e191
11041049,957.088,270.537,AQ2933,nzIs29;gk9
11041056,1172.77,975.351,AQ1413,tm1552
11041058,915.574,1958.0,AQ1031,e1605
11041058,1157.1,2141.66,N2,-N/A-
11041058,1049.46,1218.48,AQ2649,u228
11041058,1198.47,2488.23,CB1515,e1515
11041100,1104.64,2123.88,AQ908,u253
11041100,1035.96,622.202,AQ1038,u55
11041100,1027.81,1540.55,AQ1033,u448
11041104,905.261,303.897,CB845,e191
11041106,892.896,522.594,CB402,e402
11041107,955.587,445.665,AQ2933,nzIs29;gk9
11041107,937.203,254.643,CB151,e151
11041110,1077.75,1784.21,N2,-N/A-
11041110,928.166,747.111,AQ2933,nzIs29;gk9
11041111,986.866,1275.75,N2,-N/A-
11041114,1164.05,2339.07,BZ28,eg28
11041116,1300.41,466.179,AQ1413,tm1552
11041116,1125.49,2545.7,N2,-N/A-
11041116,1077.12,926.93,AQ1038,u55
11041116,1157.13,2318.6,CB1515,e1515
11041118,1081.92,2453.12,AQ2649,u228
11041118,1067.71,2063.29,AQ1031,e1605
11041119,1056.67,691.66,AQ908,u253
11041123,976.062,699.074,AQ2933,nzIs29;gk9
11041124,879.802,250.379,CB845,e191
11041125,952.325,726.779,N2,-N/A-
11041125,953.838,177.898,CB402,e402
11041125,1034.91,574.209,CB120,e120
11041128,910.092,662.097,CB151,e151
11041128,1023.78,2177.0,N2,-N/A-
11041129,940.445,190.067,CB151,e151
11041137,1109.56,197.537,AQ1037,u76
11041138,1266.38,852.202,AQ1413,tm1552
11041138,1161.84,2274.22,BZ28,eg28
11041138,1125.64,495.583,AQ908,u253
11041139,1135.27,2549.6,N2,-N/A-
11041140,1137.31,2506.21,CB1515,e1515
11041141,1134.03,2151.05,AQ2649,u228
11041141,1145.98,209.581,AQ1038,u55
11041155,981.479,2023.74,AQ1033,u448
11041157,1051.62,1683.43,AQ1037,u76
11041157,1127.08,1301.53,BZ28,eg28
11041157,1170.11,779.975,AQ2649,u228
11041157,1211.39,1922.49,AQ1413,tm1552
11041159,1068.3,2320.28,AQ908,u253
11041159,1152.48,507.65,N2,-N/A-
11041200,1179.15,245.986,CB1515,e1515
11041216,888.558,808.748,AQ1031,e1605
11041217,1130.68,727.729,CB1515,e1515
11041217,1032.86,2099.81,AQ1033,u448
11041217,1140.56,1137.49,AQ1037,u76
11041218,1078.92,2575.0,BZ28,eg28
11041219,1192.95,728.346,AQ1413,tm1552
11041220,1123.41,2935.82,N2,-N/A-
11041220,1129.28,2273.0,AQ2649,u228
11041235,1162.04,2673.75,AQ2649,u228
11041237,1029.78,2523.35,AQ1031,e1605
11041237,1112.55,1211.83,N2,-N/A-
11041237,1118.13,340.546,AQ1038,u55
11041239,1078.51,2262.02,CB1515,e1515
11041239,1135.6,2119.23,AQ1037,u76
11041240,1046.14,1459.77,BZ28,eg28
11041256,1049.77,763.421,AQ1031,e1605
11041256,1219.03,1318.05,AQ1038,u55
11041256,1024.26,2684.85,BZ28,eg28
11041258,1157.32,2879.23,N2,-N/A-
11041258,1138.17,2817.72,AQ1037,u76
11041258,1018.23,1437.13,AQ1033,u448
11061139,823.524,272.841,-N/A-,-N/A-
11061139,936.753,969.984,-N/A-,-N/A-
11061140,853.477,420.487,-N/A-,-N/A-
11061200,985.61,436.397,-N/A-,-N/A-
11061200,871.995,1755.82,-N/A-,-N/A-
11061200,650.979,105.912,-N/A-,-N/A-
11061220,806.134,3065.51,-N/A-,-N/A-
11061220,574.064,1726.86,-N/A-,-N/A-
11061220,567.299,567.646,-N/A-,-N/A-
11061241,594.227,1957.39,-N/A-,-N/A-
11061241,1068.08,234.794,RB2005,ok2657
11061241,493.274,2427.34,-N/A-,-N/A-
11061302,1061.88,498.43,RB2005,ok2657
11061302,1004.62,510.674,RB557,ok289
11061302,463.503,65.0797,-N/A-,-N/A-
11061320,948.857,891.866,RB2005,ok2657
11061320,1013.78,1258.94,RB557,ok289
11061320,1114.64,735.545,N2,-N/A-
11061342,1128.77,3028.47,N2,-N/A-
11061342,911.69,393.119,-N/A-,-N/A-
11061342,974.874,329.514,RB557,ok289
11061359,883.976,216.076,-N/A-,-N/A-
11061359,955.841,387.411,-N/A-,-N/A-
11061359,1157.39,1178.15,N2,-N/A-
11071317,1175.13,1703.16,N2,-N/A-
11081006,1033.18,717.756,QL16,tm1983
11081009,1150.32,710.467,QL15,tm3095
11081010,1028.03,302.335,QL16,tm1983
11081010,1088.02,783.674,QL19,tm2918
11081014,1086.64,738.396,QL50,tm2988
11081014,1087.8,516.221,QL18,tm1947
11081014,1072.6,433.826,N2,-N/A-
11081026,1049.64,177.962,QL50,tm2988
11081029,1126.94,688.101,QL16,tm1983
11081030,1090.27,1605.25,QL50,tm2988
11081030,1087.07,2057.5,N2,-N/A-
11081034,1064.73,2897.96,QL18,tm1947
11081034,1100.29,2043.64,QL19,tm2918
11081034,1104.29,451.464,QL15,tm3095
11081046,1110.92,2944.09,QL18,tm1947
11081049,1153.85,2314.88,QL50,tm2988
11081050,1102.69,1596.88,QL15,tm3095
11081050,1020.55,395.193,QL18,tm1947
11081054,1111.06,869.758,N2,-N/A-
11081054,1057.49,297.973,QL16,tm1983
11081054,1119.36,916.826,QL19,tm2918
11081106,1077.47,1527.57,QL19,tm2918
11081109,1110.74,2910.34,QL18,tm1947
11081110,1076.09,2926.41,QL19,tm2918
11081110,1076.66,903.559,QL16,tm1983
11081114,1114.07,1692.78,QL15,tm3095
11081114,1022.55,1529.29,N2,-N/A-
11081114,1075.56,1728.05,QL50,tm2988
11081126,1127.01,1220.48,N2,-N/A-
11081129,1132.87,351.31,QL19,tm2918
11081130,1031.17,637.956,N2,-N/A-
11081130,1073.76,292.233,QL50,tm2988
11081134,1055.92,448.711,QL18,tm1947
11081134,1174.34,1055.37,QL15,tm3095
11081135,1134.51,819.92,QL16,tm1983
11081146,1096.2,529.565,QL15,tm3095
11081149,1158.06,858.691,N2,-N/A-
11081150,1122.43,567.961,QL15,tm3095
11081150,1092.1,502.883,QL18,tm1947
11081154,1105.37,2072.34,QL50,tm2988
11081154,1039.82,1924.18,QL16,tm1983
11081154,1046.86,398.491,QL19,tm2918
11081206,1023.69,227.06,QL51,ok3297
11081209,1115.08,1185.6,QZ126,tm2001
11081210,1029.56,1836.68,QZ126,tm2001
11081210,1092.15,1046.41,QL51,ok3297
11081214,1061.45,1292.09,QL27,tm3620
11081214,1019.18,1329.92,QL24,tm2560
11081214,1091.98,1401.72,QL14,tm1875
11081226,1025.95,2007.45,QZ126,tm2001
11081229,1135.07,654.484,QL26,tm3618
11081230,1085.1,2297.0,QL14,tm1875
11081230,1101.1,283.916,QL51,ok3297
11081234,1065.31,2713.64,QL24,tm2560
11081234,1073.33,1159.77,QL24,tm2560
11081234,1023.99,1281.04,QZ126,tm2001
11081246,1081.31,1057.96,QL26,tm3618
11081249,1072.32,289.701,QL51,ok3297
11081250,1034.08,1992.72,QL24,tm2560
11081254,1038.62,772.254,QZ126,tm2001
11081254,1062.53,1991.59,QL27,tm3620
11081254,1074.26,2457.27,QL51,ok3297
11091020,1029.85,885.449,N2,-N/A-
11091022,846.886,207.316,AQ2934,gk5;nzIs29
11091022,944.114,761.843,CB845,e191
11091022,1134.64,875.544,CB1069,e1069
11091025,730.703,40.7591,CB1265,e1265
11091027,1042.55,1767.79,MP145,e15lb145
11091038,747.406,25.0728,CB1265,e1265
11091040,1032.89,287.522,CB845,e191
11091040,1014.58,240.574,MP145,e15lb145
11091040,1041.25,1454.97,N2,-N/A-
11091040,1081.04,576.715,AQ2936,nzIs29;e1069
11091043,956.284,2957.91,AQ2935,nzIs29;e1068
11091043,832.095,327.789,AQ2934,gk5;nzIs29
11091044,1010.28,88.4161,AQ2932,gk5;nzIs29;gk9
11091059,959.748,431.804,AQ2935,nzIs29;e1068
11091101,785.896,29.7317,CB1265,e1265
11091102,1108.52,3378.14,N2,-N/A-
11091102,872.163,650.605,AQ2934,gk5;nzIs29
11091102,867.75,2777.97,CB845,e191
11091105,992.753,3902.91,CB1069,e1069
11091105,957.227,1448.58,AQ2932,gk5;nzIs29;gk9
11091106,1038.0,2560.14,MP145,e15lb145
11091114,1145.21,3270.65,N2,-N/A-
11091116,1116.37,2927.57,N2,-N/A-
11091118,1017.74,1272.54,AQ2932,gk5;nzIs29;gk9
11091120,1076.51,2595.42,N2,-N/A-
11091120,908.319,4427.02,AQ2935,nzIs29;e1068
11091120,1069.04,3140.01,AQ2936,nzIs29;e1069
11091123,1013.71,1793.29,MP145,e15lb145
11091123,932.672,392.945,CB845,e191
11091124,898.241,558.154,AQ2934,gk5;nzIs29
11091133,1155.34,3502.54,N2,-N/A-
11091135,1114.75,2835.49,N2,-N/A-
11091140,1052.52,3714.02,MP145,e15lb145
11091142,835.357,54.2253,CB1265,e1265
11091142,1045.87,1367.15,AQ2935,nzIs29;e1068
11091142,975.172,302.614,AQ2932,gk5;nzIs29;gk9
11091143,918.402,564.756,CB845,e191
11091146,1069.4,3033.79,N2,-N/A-
11091146,847.634,414.26,AQ2934,gk5;nzIs29
11091146,1113.26,528.272,AQ2936,nzIs29;e1069
11091155,1141.82,4267.44,N2,-N/A-
11091157,1134.96,3594.96,N2,-N/A-
11091200,849.17,330.495,AQ2934,gk5;nzIs29
11091202,977.334,406.462,MP145,e15lb145
11091202,964.698,1533.89,AQ2935,nzIs29;e1068
11091202,1023.52,635.284,AQ2932,gk5;nzIs29;gk9
11091203,1070.65,2256.3,N2,-N/A-
11091206,791.503,95.1047,CB1265,e1265
11091206,971.44,2579.47,CB845,e191
11091206,1055.18,4190.65,AQ2936,nzIs29;e1069
11091216,1182.83,4360.58,N2,-N/A-
11091217,1103.61,3819.65,N2,-N/A-
11091220,1105.42,2077.09,AQ2936,nzIs29;e1069
11091222,1081.27,2894.88,MP145,e15lb145
11091222,875.886,555.231,AQ2934,gk5;nzIs29
11091223,844.742,31.2226,CB1265,e1265
11091223,922.82,971.197,AQ2932,gk5;nzIs29;gk9
11091226,1043.55,1409.87,AQ2935,nzIs29;e1068
11091226,915.911,1322.29,CB845,e191
11091227,1069.45,1416.37,N2,-N/A-
11091235,1144.54,3228.26,N2,-N/A-
11091237,1243.45,4368.53,N2,-N/A-
11091243,954.334,239.63,CB845,e191
11091245,948.532,536.341,AQ2934,gk5;nzIs29
11091245,1038.18,227.168,AQ2936,nzIs29;e1069
11091246,1027.66,886.139,AQ2935,nzIs29;e1068
11091246,982.974,159.526,MP145,e15lb145
11091249,1055.92,692.129,N2,-N/A-
11091249,1065.58,390.217,AQ2932,gk5;nzIs29;gk9
11091250,846.348,107.123,CB1265,e1265
11091306,1123.74,3719.68,N2,-N/A-
11091308,1289.03,3736.89,N2,-N/A-
11091513,1200.45,3951.1,N2,-N/A-
11091513,1070.01,1035.1,QL24,tm2560
11091514,1167.34,4010.6,N2,-N/A-
11091516,1150.78,416.159,QL24,tm2560
11091517,1111.87,1440.18,QL15,tm3095
11091517,1100.45,745.698,QL26,tm3618
11091521,1153.43,270.775,N2,-N/A-
11091521,1143.93,1914.31,QL16,tm1983
11091521,1135.6,1153.48,QL15,tm3095
11091533,1117.74,525.989,QL15,tm3095
11091536,1169.71,1679.92,QL15,tm3095
11091536,1173.46,4841.86,N2,-N/A-
11091537,1103.83,1314.2,QL16,tm1983
11091537,1122.75,1791.67,N2,-N/A-
11091538,1223.94,3984.71,N2,-N/A-
11091541,1070.49,499.696,QL16,tm1983
11091541,1028.75,1153.58,QL24,tm2560
11091541,1141.1,253.579,QL26,tm3618
11091553,1164.2,392.291,QL16,tm1983
11091556,1163.37,523.968,QL16,tm1983
11091557,1104.0,1342.07,QL24,tm2560
11091557,1125.56,1582.7,-N/A-,-N/A-
11091558,1202.6,116.046,N2,-N/A-
11091600,1197.03,4528.8,N2,-N/A-
11091601,1142.15,608.743,QL26,tm3618
11091601,1168.91,1018.08,QL15,tm3095
11091613,1207.5,499.412,QL26,tm3618
11091616,1172.69,952.453,QL26,tm3618
11091616,1130.71,782.757,N2,-N/A-
11091616,1136.05,975.199,N2,-N/A-
11091618,1149.09,323.515,N2,-N/A-
11091620,1119.12,1641.45,QL16,tm1983
11091620,1102.1,933.263,N2,-N/A-
11091631,1125.59,2693.42,N2,-N/A-
11091634,1200.39,1152.82,N2,-N/A-
11091635,1161.88,2032.05,QL16,tm1983
11091635,1137.83,109.081,N2,-N/A-
11091637,1199.74,3558.35,N2,-N/A-
11091638,1052.42,2117.06,QL24,tm2560
11091639,1162.31,350.698,QL15,tm3095
11091639,1145.36,2106.87,QL26,tm3618
11101013,1011.32,395.136,AQ2932,gk5;nzIs29;gk9
11101015,1009.3,1075.91,MP145,e15lb145
11101015,1028.22,628.24,AQ2933,nzIs29;gk9
11101015,1036.38,3834.44,AQ2935,nzIs29;e1068
11101015,806.351,213.997,AQ2934,gk5;nzIs29
11101018,955.247,189.701,AQ2935,nzIs29;e1068
11101019,1073.61,165.451,N2,-N/A-
11101019,996.063,357.545,N2,-N/A-
11101033,1002.39,274.176,AQ2935,nzIs29;e1068
11101035,1043.73,1915.64,AQ2933,nzIs29;gk9
11101035,918.282,113.586,AQ2932,gk5;nzIs29;gk9
11101036,1050.32,2398.44,N2,-N/A-
11101036,1008.17,541.06,MP145,e15lb145
11101039,1054.88,2292.23,N2,-N/A-
11101039,851.914,446.232,AQ2934,gk5;nzIs29
11101040,776.519,389.832,AQ2934,gk5;nzIs29
11101053,1035.05,836.904,N2,-N/A-
11101055,985.854,2074.93,AQ2935,nzIs29;e1068
11101055,989.871,858.09,AQ2932,gk5;nzIs29;gk9
11101056,1008.96,444.764,AQ2933,nzIs29;gk9
11101056,817.9,380.885,AQ2934,gk5;nzIs29
11101059,887.864,323.996,AQ2934,gk5;nzIs29
11101059,932.34,337.091,MP145,e15lb145
11101100,934.923,186.217,MP145,e15lb145
11101113,825.422,308.597,AQ2934,gk5;nzIs29
11101115,923.85,149.216,AQ2935,nzIs29;e1068
11101115,1001.62,548.776,AQ2932,gk5;nzIs29;gk9
11101115,1059.71,2663.81,N2,-N/A-
11101116,944.228,86.7974,MP145,e15lb145
11101119,1023.19,922.813,AQ2933,nzIs29;gk9
11101119,1024.98,115.789,MP145,e15lb145
11101119,1021.82,3118.54,AQ2933,nzIs29;gk9
11101135,935.612,206.722,MP145,e15lb145
11101137,821.099,418.225,AQ2934,gk5;nzIs29
11101137,1115.35,302.308,N2,-N/A-
11101138,942.268,3923.12,AQ2933,nzIs29;gk9
11101138,868.412,223.276,AQ2935,nzIs29;e1068
11101141,961.282,283.089,AQ2932,gk5;nzIs29;gk9
11101141,1057.73,3068.1,AQ2933,nzIs29;gk9
11101142,1021.8,2562.39,AQ2932,gk5;nzIs29;gk9
11101156,962.119,1241.24,MP145,e15lb145
11101157,1089.88,820.421,N2,-N/A-
11101157,859.276,3891.13,AQ2932,gk5;nzIs29;gk9
11101157,881.503,693.78,AQ2934,gk5;nzIs29
11101200,892.043,307.794,AQ2935,nzIs29;e1068
11101200,965.523,219.526,AQ2932,gk5;nzIs29;gk9
11101201,1035.53,145.361,AQ2935,nzIs29;e1068
11101315,1169.87,1196.63,LX702,vs105
11111103,1152.73,1782.25,AQ2649,u228
11111105,1146.18,443.682,AQ1037,u76
11111105,1062.19,560.97,AQ1033,u448
11111105,1167.72,1162.8,AQ908,u253
11111105,1148.57,1071.93,AQ1413,tm1552
11111107,1117.4,500.701,CB1515,e1515
11111107,1144.98,921.988,N2,-N/A-
11111126,1122.58,2617.07,AQ908,u253
11111127,1052.19,1068.24,AQ1413,tm1552
11111128,872.532,978.675,CB1515,e1515
11111128,1133.7,1375.4,AQ1033,u448
11111128,1114.92,913.3,N2,-N/A-
11111130,1121.71,1060.57,AQ1037,u76
11111130,1109.82,1753.75,BZ28,eg28
11111146,1076.83,1296.68,AQ1413,tm1552
11111147,1089.69,659.058,AQ1033,u448
11111147,1079.69,1067.52,CB1515,e1515
11111148,1109.4,1767.15,BZ28,eg28
11111149,1212.21,1705.46,AQ1037,u76
11111150,1235.46,903.468,AQ1038,u55
11111150,1168.38,2052.22,N2,-N/A-
11111205,1035.61,758.545,AQ1033,u448
11111206,1108.12,2393.23,CB1515,e1515
11111207,1109.26,305.61,AQ1037,u76
11111207,1092.48,742.109,AQ1038,u55
11111209,1146.76,2308.92,BZ28,eg28
11111209,1221.32,2479.19,N2,-N/A-
11111209,1171.33,1171.54,AQ2533,u20
11111211,1015.11,172.89,AQ2932,gk5;nzIs29;gk9
11111213,817.384,297.741,AQ2934,gk5;nzIs29
11111213,1023.61,458.758,AQ2936,nzIs29;e1069
11111213,1215.45,351.018,N2,-N/A-
11111214,788.593,260.896,AQ2934,gk5;nzIs29
11111217,1009.35,130.492,AQ2936,nzIs29;e1069
11111217,1016.85,388.689,AQ2932,gk5;nzIs29;gk9
11111218,1101.07,826.689,N2,-N/A-
11111224,1101.53,3132.62,CB1515,e1515
11111226,1104.84,541.107,AQ1037,u76
11111226,1161.77,2615.22,N2,-N/A-
11111226,1091.3,2994.14,RB1546,ok1859
11111226,1101.84,2969.4,AQ2533,u20
11111228,1173.33,2456.84,BZ28,eg28
11111229,1104.94,755.424,AQ1038,u55
11111231,1271.15,3461.96,AQ2649,u228
11111232,1047.13,5.36195,AQ2936,nzIs29;e1069
11111234,1006.05,827.275,N2,-N/A-
11111234,1056.09,2562.17,AQ2932,gk5;nzIs29;gk9
11111234,871.598,858.349,AQ2934,gk5;nzIs29
11111235,995.86,1700.67,AQ2932,gk5;nzIs29;gk9
11111238,1002.67,110.695,AQ2936,nzIs29;e1069
11111238,881.292,414.927,AQ2934,gk5;nzIs29
11111238,1075.29,572.633,N2,-N/A-
11111244,1094.17,2374.17,RB1546,ok1859
11111245,1196.3,722.38,AQ1037,u76
11111245,1183.26,2680.94,N2,-N/A-
11111245,1145.26,2296.23,AQ2649,u228
11111246,1105.78,2536.36,BZ28,eg28
11111247,1127.3,598.009,AQ1038,u55
11111248,1253.02,3272.31,AQ908,u253
11111248,1176.7,3521.49,AQ2533,u20
11111250,1050.7,2941.83,N2,-N/A-
11111252,1087.25,950.534,AQ2936,nzIs29;e1069
11111253,897.482,1236.44,AQ2932,gk5;nzIs29;gk9
11111253,771.928,272.437,AQ2934,gk5;nzIs29
11111253,951.243,589.128,AQ2936,nzIs29;e1069
11111256,808.026,309.213,AQ2934,gk5;nzIs29
11111256,1069.36,933.096,N2,-N/A-
11111257,1061.8,785.964,AQ2932,gk5;nzIs29;gk9
11111304,1148.26,1597.19,AQ1037,u76
11111305,1184.73,2226.93,N2,-N/A-
11111305,1118.04,2276.79,AQ908,u253
11111305,1079.76,2955.0,BZ28,eg28
11111306,1145.06,263.914,AQ1038,u55
11111307,1156.67,116.881,AQ2533,u20
11111308,1251.49,2982.53,AQ2649,u228
11111310,850.9,450.989,AQ2934,gk5;nzIs29
11111312,1076.46,1741.58,AQ2932,gk5;nzIs29;gk9
11111312,951.006,709.029,AQ2936,nzIs29;e1069
11111313,1148.5,698.165,N2,-N/A-
11111316,873.934,549.635,AQ2936,nzIs29;e1069
11111316,837.71,357.997,AQ2934,gk5;nzIs29
11111316,994.554,787.638,AQ2932,gk5;nzIs29;gk9
11111500,1028.86,785.566,-N/A-,-N/A-
11111500,1124.43,1319.67,N2,-N/A-
11111500,1223.04,786.865,N2,-N/A-
11111520,1032.89,231.081,-N/A-,-N/A-
11111520,1115.7,1376.7,N2,-N/A-
11111520,1048.21,1018.72,-N/A-,-N/A-
11111534,1135.83,2003.27,AQ1413,tm1552
11111534,1167.12,1365.88,BZ28,eg28
11111534,1202.77,1123.02,AQ1038,u55
11111535,1183.7,1669.91,AQ2533,u20
11111536,1109.61,236.615,AQ1033,u448
11111536,1216.03,3366.59,AQ2649,u228
11111537,1210.53,2449.99,AQ908,u253
11111553,1142.16,1154.18,BZ28,eg28
11111555,1045.41,1250.68,AQ1033,u448
11111555,1211.1,1723.76,AQ2649,u228
11111555,1156.95,3062.37,AQ2533,u20
11111557,1092.15,2451.66,AQ1413,tm1552
11111557,1181.62,699.126,AQ908,u253
11111557,1148.34,3005.53,CB1515,e1515
11111614,1144.19,970.655,AQ1038,u55
11111616,1221.32,793.893,AQ908,u253
11111616,1300.56,3223.67,AQ2649,u228
11111616,1089.91,3026.95,CB1515,e1515
11111618,1126.27,2322.44,AQ1413,tm1552
11111619,1063.06,804.878,AQ1033,u448
11111621,1289.66,822.219,AQ2533,u20
11111634,1175.79,318.008,AQ2533,u20
11111636,1133.54,2768.16,RB1546,ok1859
11111636,1167.02,2951.13,AQ1413,tm1552
11111637,1081.23,1966.37,AQ1033,u448
11111638,1142.11,2776.17,CB1515,e1515
11121539,1024.14,1181.85,-N/A-,-N/A-
11121539,1037.46,1175.18,-N/A-,-N/A-
11121539,1108.59,323.852,N2,-N/A-
11121559,1120.88,1821.4,N2,-N/A-
11121600,1053.98,161.309,-N/A-,-N/A-
11121600,1134.9,1294.88,N2,-N/A-
11131449,1098.65,499.135,-N/A-,-N/A-
11131449,1040.18,1075.48,N2,-N/A-
11131449,1114.41,1734.65,N2,-N/A-
11131511,1034.0,120.87,-N/A-,-N/A-
11131511,993.077,405.752,-N/A-,-N/A-
11131511,1080.33,1238.01,N2,-N/A-
11171200,1246.39,2404.0,N2,-N/A-
11171201,1244.44,154.966,N2,-N/A-
11171201,1188.57,1193.51,N2,-N/A-
11171201,1108.3,409.633,N2,-N/A-
11171202,1149.04,1317.63,N2,-N/A-
11171202,1124.71,1686.46,N2,-N/A-
11171203,1122.69,1402.86,N2,-N/A-
11171221,1135.92,837.073,RB919,ok790
11171221,1136.12,1291.1,RB919,ok790
11171221,1037.63,1863.96,RB919,ok790
11171222,1109.03,903.525,RB919,ok790
11171222,1117.44,2112.54,RB919,ok790
11171222,1097.46,2588.0,RB919,ok790
11171241,1233.22,2849.08,RB641,ok147
11171241,1163.74,912.334,RB641,ok147
11171241,1163.42,2226.62,RB641,ok147
11171241,1150.61,2332.18,RB641,ok147
11171242,1103.83,2363.53,RB641,ok147
11171242,1154.41,1146.84,RB641,ok147
11171244,1118.63,1567.91,RB641,ok147
11171301,1159.64,77.8306,RB687,ok447
11171301,1091.08,239.779,RB687,ok447
11171301,1164.35,665.994,RB687,ok447
11171302,1076.33,106.049,RB687,ok447
11171302,1072.48,2648.77,RB687,ok447
11171302,1125.18,402.188,RB687,ok447
11171303,1111.53,1132.22,RB687,ok447
11171430,1200.75,2375.64,RB738,ok496
11171430,1186.01,2743.56,RB738,ok496
11171430,1174.01,2956.38,RB738,ok496
11171431,1112.08,2954.33,RB738,ok496
11171431,1193.81,2937.75,RB738,ok496
11171432,1143.67,934.573,RB738,ok496
11171445,1147.29,1417.56,N2,-N/A-
11171445,989.038,1679.36,-N/A-,-N/A-
11171446,1141.33,1695.64,N2,-N/A-
11171453,1128.45,2320.09,RB648,ok349
11171453,1123.38,1213.02,RB648,ok349
11171454,1117.46,3376.34,RB648,ok349
11171454,1177.26,1458.48,RB648,ok349
11171454,1173.31,1883.26,RB648,ok349
11171455,1107.91,3263.55,RB648,ok349
11171508,969.952,780.771,-N/A-,-N/A-
11171508,1029.49,490.006,-N/A-,-N/A-
11171508,1124.0,2412.36,N2,-N/A-
11171526,1189.24,658.987,RB1030,ok957
11171527,1157.81,2250.55,RB1030,ok957
11171528,1166.19,457.508,RB1030,ok957
11171528,1137.95,790.784,RB1030,ok957
11171528,1187.79,1495.03,RB1030,ok957
11171531,1163.6,1876.78,RB1030,ok957
11171551,1137.29,2073.29,RM2702,ok157
11171551,1201.19,1869.46,RM2702,ok157
11171551,1134.88,1964.64,RM2702,ok157
11171551,1204.88,2922.58,RM2702,ok157
